ID,ZONAS VIBRA,DIRECCION,Latitud,Longitud,dist_zona1,dist_zona2,dist_zona3,dist_zona4,dist_zona5,dist_zona6,dist_zona7,dist_zona8,dist_zona9,dist_zona10,dist_zona11,dist_zona12,dist_zona13,dist_zona14,dist_zona15,dist_zona16,dist_zona17,dist_zona18,dist_zona19,dist_zona20,dist_zona21,dist_zona22,dist_zona23,dist_zona24,dist_zona25,dist_zona26,dist_zona27,dist_zona28,dist_zona29,dist_zona30,dist_zona31,dist_zona32,dist_zona33,dist_zona34,dist_zona35,dist_zona36,dist_zona37,dist_zona38,dist_zona39,dist_zona40,dist_zona41,dist_zona42,dist_zona43,dist_zona44,dist_zona45,dist_zona46,dist_zona47,dist_zona48,dist_zona49,dist_zona50,dist_zona51,dist_zona52,dist_zona53,dist_zona54,dist_zona55,dist_zona56,dist_zona57,dist_zona58,dist_zona59,dist_zona60,dist_zona61,dist_zona62,dist_zona63,dist_zona64,dist_zona65,dist_zona66,dist_zona67,dist_zona68,dist_zona69,dist_zona70,dist_zona71,dist_zona72,dist_zona73,dist_zona74,dist_zona75,dist_zona76,dist_zona77,dist_zona78,dist_zona79,dist_zona80,dist_zona81,dist_zona82,dist_zona83,dist_zona84,dist_zona85,dist_zona86,dist_zona87,dist_zona88,dist_zona89,dist_zona90,dist_zona91,dist_zona92,dist_zona93,dist_zona94,dist_zona95,dist_zona96,dist_zona97,dist_zona98,dist_zona99,dist_zona100,dist_zona101,dist_zona102,dist_zona103,dist_zona104,dist_zona105,dist_zona106,dist_zona107,dist_zona108,dist_zona109,dist_zona110,dist_zona111,dist_zona112,dist_zona113,dist_zona114,dist_zona115,dist_zona116,dist_zona117,dist_zona118,dist_zona119,dist_zona120,dist_zona121,dist_zona122,dist_zona123,dist_zona124,dist_zona125,dist_zona126,dist_zona127,dist_zona128,dist_zona129,dist_zona130,dist_zona131,dist_zona132,dist_zona133,dist_zona134,dist_zona135,dist_zona136,dist_zona137,dist_zona138,dist_zona139,dist_zona140,dist_zona141,dist_zona142,dist_zona143,dist_zona144,dist_zona145,dist_zona146,dist_zona147,dist_zona148,dist_zona149,dist_zona150
75,MARTIRES,Calle 38 Cra 3 B,4.42893,-75.21691,3163.077832,2364.945893,3606.510904,3418.559483,2855.861191,3380.033403,4021.781238,2873.684944,3146.303669,2120.867703,1844.83396,2702.121071,2753.778219,3524.441679,4326.080673,3850.654001,4226.708953,1806.064868,2000.318442,1962.390377,1962.437827,1755.456371,1994.962889,3228.306243,2130.771981,2516.175772,2893.387687,3743.093692,3634.982389,3266.469461,2605.337491,8282.737487,8247.680637,8800.96855,10085.82242,10189.66373,9913.817931,9491.802743,10291.4039,9851.687844,6368.201561,7034.005903,9419.507388,6671.758029,6377.057227,5008.153781,4432.815688,4785.156172,9393.724613,9051.288087,5282.141667,8402.678441,8756.671777,2096.558508,7412.870389,7180.401852,2392.333888,2649.629059,6815.572872,2608.450344,3778.671424,1251.522144,1273.600922,631.8014824,202.0656001,1317.390779,670.4087513,1881.439038,1605.253611,1872.162528,1851.757125,9304.934548,189.5443518,417.7821383,0,1872.162528,2411.248409,1192.36395,2454.628912,2653.43083,2503.009218,2991.996747,2286.960787,2878.573245,3239.641784,3234.958914,3259.236264,2792.282639,4281.51819,4033.263718,5504.121839,20878.00335,17545.03287,10379.02321,7186.404187,8482.832803,15060.05895,23598.88647,27857.28644,25615.8117,13356.74149,23602.80681,6838.245934,10874.0239,14871.31763,10189.11922,12753.37402,10085.97052,7951.744601,6236.996729,7204.71514,3222.053848,4501.123708,8135.70802,18033.80186,18026.10001,8650.550094,19957.98319,4783.127067,7059.232398,6954.766108,19358.3778,18373.51558,3930.618809,5273.534887,12834.97324,12569.2144,3289.045149,10473.11293,13911.68308,6058.763911,11668.14561,6458.978034,7951.744601,13514.9279,28212.9373,33266.24902,23547.18696,25156.72542,10764.57212,4601.855851,20048.50481,12262.62478,22342.50349,12895.99755,12977.0074,458.5284138,1705.433672,17510.82318,13543.64545
76,REFUGIO SECTOR MARTINICA,Cra 4sur Calle 23e Casa 39,4.4277185,-75.2337347,2175.482082,1302.80765,2192.502229,2074.383382,1560.691098,2138.226943,2690.172446,1720.453981,1976.216058,1400.149816,1093.411602,1407.384248,1489.066553,2410.858591,3288.327707,2799.690839,3346.677265,2377.812129,2003.96366,1841.843723,3380.645372,2819.255234,3321.330992,4969.427206,3828.318034,4191.246235,4665.629283,4927.016185,4898.396179,4522.633229,3892.214427,10123.12519,10084.91094,10639.68237,11928.60484,12028.38213,11753.62171,11335.64699,12132.27922,11681.74089,8173.878036,8865.318098,11257.69181,8493.766068,8247.785274,6834.471392,6293.912664,6654.783901,10609.42123,9804.864539,7138.800405,10182.86289,10466.73956,3939.937361,9179.058506,8923.528932,4234.256877,4481.552004,8532.301194,4458.507854,5630.12136,889.8402497,1550.441179,2109.135196,1869.709644,1445.853724,1267.813022,304.3274911,440.5572627,0,24.91588655,11174.49117,1865.582465,1462.660578,1872.162528,0,549.478834,736.6470154,956.2360967,962.6313686,863.8598969,1523.871351,443.1324781,1006.470508,1564.082723,2071.566943,1394.7262,1008.955556,2409.376239,2309.355648,3727.67095,19144.54467,15769.93125,8599.803692,7450.806591,6713.632374,13259.55935,21986.83007,26216.75779,24209.08282,12940.76678,21991.17941,6684.810073,11367.35158,13732.80493,8973.476001,11591.24228,8863.197416,6533.428216,5065.423378,6734.670412,4961.729062,5310.453858,8864.904753,19887.53027,19879.8556,7337.810708,21527.73231,3575.117271,5198.839576,5273.451394,20978.67907,19847.63885,4171.037681,5426.529055,11793.2062,14090.07106,1839.273226,12043.96425,15668.35262,4237.786294,9932.489165,8292.464891,6533.428216,15270.16966,26568.9258,31410.74851,24979.22037,26608.46181,12003.92689,4797.223182,21616.7926,13183.14506,21990.30355,11654.8251,11820.69687,1866.051721,323.4882417,19084.24519,14623.51547
77,ROSA BADILLO,Parque Principal Frente a Sal??ón Comunal,4.42846,-75.23863,2004.011189,1254.573901,1824.99655,1749.482506,1324.70487,1856.509502,2331.662353,1532.855218,1745.154086,1485.667771,1272.239448,1201.617088,1283.593595,2163.074987,3019.064737,2550.539097,3133.01814,2685.98584,2213.240775,2041.52031,3809.172248,3198.86092,3732.567416,5452.858809,4309.310448,4662.834594,5159.904726,5265.814323,5257.892661,4887.210737,4278.28603,10633.77151,10593.95596,11149.17904,12439.69468,12537.23756,12263.16908,11847.55973,12642.24934,12186.3167,8670.456224,9372.334019,11766.60585,8996.885616,8780.4803,7341.533267,6818.850485,7186.45061,11075.01628,10177.53602,7660.351453,10731.29054,11009.56978,4460.253713,9726.836527,9469.783501,4753.109392,4995.919231,9076.531081,4980.104566,6177.116279,1323.823681,1918.572521,2600.967779,2396.238763,1803.603927,1817.085887,696.0204735,946.1941596,549.478834,566.6142989,11716.12522,2393.034844,2006.278233,2411.248409,549.478834,0,1241.795334,741.7825767,566.7727475,555.3426955,1192.321967,319.5249505,489.1068662,1099.569753,1832.96684,848.3637223,510.8675257,1878.175715,1947.575342,3293.86666,18702.30777,15308.12875,8142.636175,7724.146563,6267.001825,12711.68721,21468.33966,25692.04396,23735.02517,12989.33995,21472.77408,6617.202976,11672.35346,13335.53124,8567.874799,11192.19136,8456.015531,6080.888072,4703.549329,6570.52028,5444.780782,5729.589683,9236.866353,20403.61975,20395.96432,6911.810537,21924.19083,3231.863726,4686.930404,4885.627951,21393.66618,20352.07542,4279.893446,5473.065788,11427.01254,14476.6569,1481.57217,12450.59719,16138.44984,3765.5538,9497.274974,8801.012257,6080.888072,15739.91245,26164.59986,30863.24121,25474.18129,27106.74019,12471.24616,5094.122365,22012.67921,13582.13179,21798.13255,11234.04801,11422.66962,2415.403169,737.3379896,19483.60648,14869.15159
78,EL PEÑON,El Pe??óon,4.4302058,-75.2275776,2231.571028,1341.933176,2509.473323,2342.700702,1776.80899,2343.697215,2965.358585,1851.823699,2131.023673,1232.987704,885.8364431,1614.884183,1680.537192,2548.943716,3408.509733,2914.716255,3386.205384,1784.489314,1562.730226,1431.377918,2661.474483,2140.22804,2613.021706,4232.836506,3091.686631,3455.288032,3930.317682,4263.996225,4219.044363,3841.20744,3198.134911,9394.735464,9355.629962,9910.671299,11200.54409,11299.0823,11024.68298,10608.05761,11403.58641,10950.38964,7439.559023,8134.931598,10528.39376,7761.636388,7541.821946,6103.931113,5577.301998,5947.392876,10300.2187,9690.939093,6418.562028,9582.127722,9910.783756,3218.459172,8587.209035,8346.208469,3511.39786,3755.060391,7970.569998,3738.321072,4971.00474,285.8616535,932.3631847,1372.619068,1157.74769,854.4729961,714.4854931,866.401146,679.6583132,736.6470154,712.8542262,10488.04686,1155.274471,816.1038009,1192.36395,736.6470154,1241.795334,0,1293.531166,1465.327544,1318.510653,1860.247033,1178.706283,1724.331588,2060.642462,2226.359676,2082.953899,1600.001223,3119.916014,3031.74728,4462.26391,19878.03303,16506.24542,9335.968973,7518.932566,7448.872277,13870.8469,22471.24807,26719.06749,24579.6325,13287.45451,22475.34205,6456.357789,11364.67583,13961.04326,9230.897702,11827.69878,9123.954835,6891.85322,5280.956473,6635.182481,4225.124021,5139.446293,8756.761934,19162.87507,19155.21427,7640.892203,20813.14664,3793.4741,5925.028605,5994.89544,20255.89378,19425.70494,3759.700951,5069.185996,11971.65656,13381.91579,2171.79482,11326.29053,14931.87264,4974.152672,10665.2044,7562.811414,6891.85322,14533.71484,27290.64347,32076.14735,24580.50766,26200.25048,11687.0712,4860.070663,20902.47379,13008.9312,21882.5283,11930.95858,12054.69294,1300.395176,515.4798546,18368.56476,14018.10284
79,BARRIO SAN JOSE,Cra 3sur # 17b ??ó 18,4.43515,-75.23814,1269.72394,549.9238694,1253.628669,1121.101735,611.594223,1182.972594,1742.021577,799.3587496,1033.670403,862.6493617,796.4640015,469.8886566,553.2164167,1464.875038,2338.806577,1854.979229,2419.720742,2207.755058,1646.593424,1476.52328,3477.04063,2800.845118,3370.844376,5212.971042,4080.633374,4404.437932,4953.452379,4768.580361,4788.560331,4429.609986,3862.612129,10444.31442,10399.10758,10954.28882,12247.1983,12336.82182,12065.71426,11659.30811,12445.42915,11972.50837,8443.297411,9174.833986,11568.1433,8788.280203,8690.535238,7154.276508,6702.520479,7099.385622,11523.54114,10760.45677,7524.281557,10857.246,11200.70915,4351.172093,9867.049132,9631.424083,4633.546296,4856.073346,9259.977703,4868.085582,6210.882418,1208.326625,1585.278559,2458.120251,2379.059838,1468.399997,1999.068492,1240.875187,1384.734661,956.2360967,953.0225053,11673.7579,2379.901089,2105.179537,2454.628912,956.2360967,741.7825767,1293.531166,0,328.7470102,209.2620129,584.1973355,1027.074061,1042.791874,795.7192403,1126.773842,1160.112999,567.2601842,2163.018954,2562.353466,3780.841957,19111.38195,15681.062,8541.737663,8390.544336,6696.773565,12618.82311,21178.04052,25425.58791,23316.55375,13730.73573,21182.14827,5875.434654,12317.45047,12785.99445,8031.715344,10645.60425,7922.247254,5628.813725,4112.412766,5843.344096,5203.996405,6257.79073,9820.626873,20218.87397,20211.29726,6409.146872,21465.69673,2620.498766,4967.929579,5418.471874,20965.2663,20704.25207,3588.872283,4750.336403,10838.86924,14010.02271,902.9172275,12018.45922,15823.82315,4170.206128,9933.651682,8610.993648,5628.813725,15424.969,26634.19594,30878.89224,25851.35861,27474.71607,12915.55102,5742.860737,21553.25603,14133.80033,21083.96968,10719.54997,10874.604,2593.354378,853.6695084,19031.25232,14244.66443
80,PARQUE MITOS Y LEYENDAS,Parque,4.433258333,-75.240425,1476.694088,868.0643022,1263.802045,1182.711711,787.0966364,1293.295354,1769.88474,1012.024491,1197.335324,1191.281732,1107.870275,690.3413499,766.0084863,1605.092182,2454.228851,1990.119683,2578.554524,2531.622509,1975.22726,1804.969685,3782.917544,3115.988375,3681.650402,5503.674525,4366.649941,4697.750553,5236.167037,5096.223546,5114.43927,4754.318174,4182.242179,10727.78101,10683.7959,11239.20294,12531.994,12623.43842,12351.5831,11942.9447,12731.2658,12261.98888,8734.2231,9459.560949,11854.08328,9075.314879,8947.785787,7435.240589,6965.136723,7354.451457,11571.55941,10726.74221,7792.913001,11047.08876,11366.22065,4607.606618,10051.10878,9807.343748,4893.585839,5122.034156,9427.309672,5126.609953,6428.172782,1434.35409,1880.746379,2714.772865,2597.128554,1762.703012,2141.329492,1201.881339,1402.623264,962.6313686,967.9383671,11919.10386,2596.672981,2280.130175,2653.43083,962.6313686,566.7727475,1465.327544,328.7470102,0,159.4099221,626.1918144,884.7325463,745.1335813,609.1613688,1281.031834,831.3913809,239.4696879,1842.313228,2250.445001,3452.253862,18787.05021,15360.09604,8217.244554,8290.43488,6369.726156,12406.70712,21045.62359,25283.17385,23246.5742,13513.31103,21049.87734,6105.761711,12236.46847,12792.62139,8028.161333,10649.83337,7917.064537,5571.646703,4145.712038,6022.281207,5494.882018,6257.463962,9786.119039,20503.34091,20495.74534,6383.091866,21792.47725,2668.592822,4655.33902,5091.054297,21289.78811,20802.89344,3893.808706,5031.301479,10872.43927,14337.06301,916.8193602,12342.80375,16133.45357,3843.598073,9606.72771,8893.674347,5571.646703,15734.60186,26306.19,30634.69491,25938.4233,27566.39916,12966.26134,5657.925696,21880.09535,14121.64927,21239.11479,10702.93409,10879.88007,2744.91256,970.4958287,19357.57365,14565.3978
81,PARQUE BARRIO YULDAIMA,Parque Principal Junto a la Iglesia,4.433468,-75.239004,1449.142915,758.6566711,1331.489229,1226.860329,770.0802822,1315.477045,1832.965222,978.225942,1191.838312,1060.203258,955.1321795,647.3537104,728.8033572,1614.289393,2478.602483,2003.376826,2580.73228,2384.490732,1838.576177,1667.247555,3626.339847,2962.679845,3526.501494,5344.690124,4207.423149,4539.026609,5076.806073,4954.214717,4969.032672,4607.42262,4031.083785,10568.40499,10524.44846,11079.8599,12372.64419,12464.14696,12192.26586,11783.56933,12571.94638,12102.83545,8575.190299,9300.219353,11694.77002,8916.057736,8789.482385,7275.837873,6806.348988,7196.307469,11468.9737,10657.4723,7633.780221,10900.39092,11225.58549,4449.189046,9905.714246,9663.924987,4734.899988,4962.976761,9286.053846,4968.055929,6275.380966,1277.904975,1722.802298,2556.086719,2443.135264,1604.667403,2003.641003,1125.344958,1303.571386,863.8598969,865.8278023,11762.171,2442.895563,2134.446881,2503.009218,863.8598969,555.3426955,1318.510653,209.2620129,159.4099221,0,668.480818,858.0441355,833.7317114,743.7398574,1281.087398,972.3421423,378.1697769,1995.016464,2354.335613,3586.970693,18935.28433,15511.32354,8365.52018,8251.95612,6514.345095,12557.32219,21175.60015,25416.23958,23355.68079,13541.16487,21179.80919,6067.989384,12189.11465,12871.29395,8110.468528,10729.30503,8000.021112,5674.392797,4210.745009,6015.641314,5335.911676,6173.034953,9717.081659,20343.97249,20336.37652,6474.10416,21648.02606,2725.261298,4811.094018,5220.103878,21142.10024,20682.76379,3798.131436,4957.08409,10939.33179,14193.20307,978.8221831,12195.0336,15977.39721,3989.379124,9751.417922,8734.289194,5674.392797,15578.54993,26447.96847,30791.14853,25822.33164,27448.74985,12862.78139,5611.292962,21735.7545,14043.34666,21246.94966,10790.98155,10958.93903,2605.657661,834.0727329,19212.33944,14450.54556
82,BARRIO LA MATALLANA,Cra 4sur # 13-06,4.438679,-75.242057,922.8354034,730.6060419,670.7633895,559.67044,296.0532226,669.9608687,1166.473693,518.6145281,610.1778832,1097.571973,1204.718472,352.6671545,361.2309034,988.7944642,1828.321395,1368.863959,1963.52741,2462.150398,1842.23461,1690.818508,3811.288551,3102.063837,3685.349383,5585.899738,4473.039616,4774.083884,5349.270203,4937.039286,4985.1035,4642.45752,4123.03302,10824.94154,10776.52159,11330.44917,12622.4022,12706.9266,12438.14226,12038.17553,12817.60739,12334.74566,8805.994248,9553.82225,11940.85126,9161.572667,9131.414652,7546.963666,7136.884718,7546.961463,12107.6572,11324.92469,7944.595175,11385.21263,11748.19785,4805.199122,10400.70496,10171.89714,5079.733256,5289.912244,9807.072167,5315.999456,6715.071439,1740.929686,1992.700883,2927.495048,2899.383116,1883.648614,2571.843551,1793.213526,1959.574923,1523.871351,1523.3827,12132.30736,2901.531252,2662.021373,2991.996747,1523.871351,1192.321967,1860.247033,584.1973355,626.1918144,668.480818,0,1508.692884,1300.033501,476.1776348,681.0738565,1212.867042,772.5639745,2035.734109,2712.394293,3756.028748,18940.07251,15481.97903,8383.413337,8913.38044,6577.338477,12128.38617,20615.93284,24868.84402,22733.9007,14109.59326,20619.9623,5534.219665,12855.0166,12209.31432,7451.921038,10068.07275,7342.076615,5045.567363,3543.336365,5410.334172,5576.437061,6833.648582,10384.61958,20590.63833,20583.11558,5825.590358,21623.17378,2056.792959,4740.886636,5413.534386,21151.53754,21282.27145,3490.476562,4546.878708,10271.89046,14167.39093,318.7977776,12212.44532,16109.92711,4059.964832,9803.636756,8996.315769,5045.567363,15711.31488,26514.93789,30431.07308,26431.95597,28054.28412,13499.73353,6276.650619,21709.76939,14707.01199,20616.28081,10137.51575,10297.38551,3159.705691,1437.60774,19196.55612,14213.31467
83,DIVINO NIÑO,Polideportivo,4.425901,-75.237293,2296.74268,1501.903911,2144.514633,2067.010149,1626.772379,2169.6143,2651.177985,1826.02508,2049.379803,1685.729554,1425.475202,1495.365017,1578.366235,2472.083076,3332.920206,2860.791621,3438.433115,2783.882689,2364.183324,2195.95983,3821.612557,3249.894052,3759.596922,5410.547111,4270.108158,4633.901206,5104.608941,5348.290023,5325.818588,4951.190144,4325.724163,10554.83619,10517.39802,11071.88292,12359.8743,12460.73178,12185.67039,11766.5601,12564.08465,12115.99721,8611.372369,9298.905422,11690.09479,8928.995752,8663.217421,7268.471622,6717.54975,7071.965637,10780.35831,9860.907054,7564.678103,10530.02727,10786.19173,4368.449808,9521.839646,9257.832627,4663.435409,4913.10082,8857.810627,4885.721702,6018.528254,1326.387962,1973.634493,2550.315137,2297.725725,1864.896705,1654.927516,443.7469411,723.8836047,443.1324781,467.5384438,11575.62289,2292.910078,1871.760687,2286.960787,443.1324781,319.5249505,1178.706283,1027.074061,884.7325463,858.0441355,1508.692884,0,618.7433357,1411.222929,2139.076744,1039.153303,820.823574,2007.183723,1871.434516,3284.548604,18701.42124,15327.54781,8157.264488,7405.713274,6270.625003,12922.44711,21733.44694,25950.25646,24029.39277,12713.55463,21737.96487,6891.546749,11352.92788,13651.00756,8882.62962,11507.58047,8770.548834,6385.947943,5022.797529,6869.497999,5402.91183,5421.993606,8920.261794,20315.47903,20307.79294,7223.311758,21965.787,3551.313263,4773.006351,4834.34296,21419.52053,20077.97539,4486.561786,5707.283004,11745.571,14525.97674,1800.664073,12483.35735,16110.50962,3798.093158,9489.440739,8725.47625,6385.947943,15712.37022,26128.83964,31030.70869,25193.23913,26827.89156,12177.05142,4774.640241,22054.74839,13268.73836,22104.75046,11545.81505,11738.17782,2236.080529,738.085174,19522.74073,15013.16476
84,VILLA LUCES,Parque,4.4269444,-75.24277,2203.054224,1592.3625,1829.006569,1811.096125,1515.670514,1959.166575,2321.917407,1747.574983,1905.568927,1879.050267,1712.89738,1433.043111,1506.028684,2284.297568,3089.677788,2655.206916,3256.191008,3144.109705,2639.877839,2467.370771,4294.603631,3675.327391,4215.03819,5941.781135,4798.261344,5151.925922,5647.877067,5725.345546,5724.540447,5356.038347,4754.222829,11118.87273,11079.50799,11634.62801,12924.72528,13022.90548,12748.64013,12332.32043,13127.61248,12673.00494,9158.400275,9858.355812,12252.23499,9483.754904,9254.05978,7827.412709,7297.764473,7660.844921,11327.96788,10316.83729,8141.109495,11148.77038,11402.40381,4941.197215,10140.53248,9876.067695,5234.753064,5479.335138,9475.124494,5460.55349,6628.785479,1812.85662,2397.84494,3088.519188,2873.257531,2281.66125,2262.829557,1062.260136,1342.218174,1006.470508,1027.215437,12179.20668,2869.528545,2467.927762,2878.573245,1006.470508,489.1068662,1724.331588,1042.791874,745.1335813,833.7317114,1300.033501,618.7433357,0,1021.566838,1980.606514,427.8783043,533.6796473,1402.951361,1523.303023,2817.462626,18218.43833,14820.75432,7656.506422,7765.080764,5783.643752,12304.83714,21145.45183,25355.15169,23489.29208,12811.41379,21150.06038,6830.07867,11735.46235,13201.86915,8431.816105,11059.14614,8318.191195,5887.835891,4642.828439,6701.691231,5933.72009,5937.039142,9377.408755,20887.0897,20879.42682,6753.679407,22397.6317,3214.912606,4200.936065,4425.19441,21872.58235,20658.96084,4631.200009,5776.428716,11334.13269,14947.67678,1524.627727,12928.02591,16627.25227,3277.958105,9016.002808,9286.612051,5887.835891,16228.69789,25691.16324,30416.09812,25764.09656,27401.81451,12725.11968,5174.254575,22485.93305,13747.10842,21878.5057,11072.54512,11290.5674,2850.55831,1225.437639,19958.12368,15277.66835
85,COLONIAS ASPROVI,Asprovi,4.4358333,-75.245277,1357.381925,1152.229301,812.8469241,829.7729739,772.0698401,1007.601581,1300.472726,991.424158,1032.34262,1522.529108,1560.789135,801.7211779,829.0126475,1333.680145,2085.143207,1677.824551,2281.935043,2899.531003,2291.492443,2133.654011,4223.198046,3525.886251,4105.520738,5980.890769,4855.654036,5170.039585,5730.69106,5401.534874,5444.140797,5097.354682,4563.832859,11217.78646,11171.22361,11725.98637,13018.71558,13106.13195,12836.00167,12432.27883,13215.66867,12738.18451,9208.307852,9947.316067,12338.4668,9558.203424,9482.537885,7931.593349,7492.709681,7892.359436,12164.93169,11269.98164,8311.038342,11640.62328,11969.2771,5144.437793,10647.26491,10406.80202,5425.521411,5645.397595,10029.66324,5660.498042,7004.138798,2000.44268,2359.163661,3252.40767,3171.085881,2244.599225,2746.890065,1782.201372,2001.277654,1564.082723,1571.169187,12468.64835,3171.554167,2876.741883,3239.641784,1564.082723,1099.569753,2060.642462,795.7192403,609.1613688,743.7398574,476.1776348,1411.222929,1021.566838,0,1081.356954,811.8494515,590.4109166,1559.960298,2301.300428,3286.174269,18470.57235,15016.87066,7911.093008,8770.537951,6101.686483,11825.47106,20436.51294,24674.71591,22648.3283,13795.89839,20440.76289,5906.715764,12733.53502,12240.94525,7471.974258,10097.4625,7359.738179,4983.519048,3635.214452,5712.588484,5971.689234,6829.069461,10329.42169,20989.68574,20982.132,5812.581319,22092.74215,2194.13914,4278.110451,4944.260884,21616.45858,21410.04578,3957.906984,4986.600722,10345.71621,14636.50558,548.7534777,12675.06369,16547.66837,3583.788575,9328.985787,9385.923371,4983.519048,16148.92109,26040.2144,30084.40063,26543.26412,28172.19328,13560.44858,6161.241797,22179.47406,14679.95679,20862.53206,10134.97626,10328.19558,3349.307047,1576.360518,19664.87531,14684.28165
86,MURILLO TORO,Parque,4.444802,-75.241394,299.6885629,887.7216309,560.6478524,355.3532433,515.3242237,181.373377,804.6910557,374.5804947,96.77784841,1125.473164,1395.083679,664.1833741,582.8153848,339.2917938,1217.305544,728.7353886,1300.059258,2293.493121,1661.947162,1554.118397,3685.737628,2957.28132,3537.063502,5481.663255,4414.976843,4676.969991,5282.232483,4588.346941,4666.223024,4347.410284,3894.618667,10698.81242,10645.77369,11196.12995,12483.25982,12560.10924,12295.36221,11905.90734,12673.56371,12177.45158,8661.698895,9429.915026,11799.7457,9030.963733,9108.377813,7454.291385,7113.955796,7544.010085,12526.05994,11856.61494,7893.024734,11534.57773,11951.54691,4840.966936,10567.50784,10358.15887,5097.821978,5284.226678,10013.83562,5333.878798,6827.582549,2034.433059,2063.941171,3037.056128,3106.828444,1976.724476,2932.350698,2363.976085,2483.710977,2071.566943,2065.395283,12131.05593,3111.694409,2966.063681,3234.958914,2071.566943,1832.96684,2226.359676,1126.773842,1281.031834,1281.087398,681.0738565,2139.076744,1980.606514,1081.356954,0,1875.912839,1450.656576,2592.452823,3375.437043,4339.164432,19367.56409,15886.01603,8840.734608,9516.700465,7075.133269,12123.08075,20396.61001,24668.34373,22385.6798,14787.53425,20400.31357,4853.821804,13438.90341,11736.48972,7004.987386,9601.927808,6898.355095,4717.367655,3054.910631,4741.289441,5471.607407,7330.927941,10918.00533,20434.946,20427.50885,5427.596481,21211.5587,1567.991872,5158.514065,5995.619311,20768.92821,21605.04516,2925.677482,3908.054531,9759.63923,13763.17423,549.9429529,11849.14565,15844.50134,4584.803767,10280.9498,8884.346271,4717.367655,15446.75818,26985.12122,30493.21196,26773.04117,28386.27113,13911.99167,6867.032771,21297.16394,15209.19749,19965.92627,9706.361139,9829.171091,3481.471183,1907.032091,18794.39997,13652.67232
87,VILLA RICAURTE,Parque,4.42856,-75.246273,2134.630146,1689.537664,1611.212904,1641.610525,1480.107297,1816.508618,2074.103943,1716.454352,1816.060066,2022.335144,1923.222885,1441.449054,1499.746377,2143.742298,2886.524239,2489.2632,3093.163952,3356.32126,2806.59347,2636.197181,4574.141125,3925.49977,4482.172054,6260.495611,5117.852981,5462.104481,5977.452801,5926.123648,5941.251691,5579.101005,4998.082682,11461.10104,11419.89724,11975.34438,13266.93174,13362.45744,13089.07709,12675.65922,13468.44439,13007.72519,9486.076179,10196.96134,12592.07757,9818.245471,9624.722239,8167.32508,7658.61161,8030.331854,11745.15327,10698.43391,8497.442099,11564.43718,11825.32644,5298.320059,10557.52029,10295.44517,5589.942784,5829.399999,9896.573309,5818.571989,7024.692874,2134.373422,2666.422169,3425.063462,3240.208105,2548.274385,2661.701486,1482.393378,1758.315212,1394.7262,1413.129889,12564.16895,3237.38936,2854.598503,3259.236264,1394.7262,848.3637223,2082.953899,1160.112999,831.3913809,972.3421423,1212.867042,1039.153303,427.8783043,811.8494515,1875.912839,0,594.8496317,1048.671285,1500.519197,2622.083053,17965.53077,14547.20941,7396.168914,8103.516391,5542.172114,11884.20829,20718.89925,24927.57878,23077.53713,12994.02431,20723.52402,6717.045013,12081.30689,12834.80313,8066.942947,10693.51702,7952.581867,5500.368794,4329.733516,6517.656894,6252.09794,6345.291308,9760.107945,21234.24994,21226.6121,6380.434295,22620.33858,2943.701945,3872.163197,4265.395074,22112.82969,21084.62594,4675.680468,5759.006497,10988.80709,15165.5441,1359.118156,13165.79503,16923.51078,3017.957948,8779.223451,9627.231256,5500.368794,16524.73686,25475.99927,30016.02301,26187.36172,27825.82773,13142.27497,5537.363623,22708.07789,14137.25279,21638.231,10693.74021,10925.24863,3256.166359,1570.262866,20184.504,15375.44125
